tier,edit_type,edit_detail,ratio,word_a,freq_a,example_a,word_b,freq_b,example_b,decision,preferred_form,notes
review,substitution,o/a,2.0,aha,197,Ini aha nakoja kukaia moyo.,aho,101,Aho niko kuchaadima kutala.,,,
review,indel,',2.1,nguw'o,200,Wauza Nguw'o,nguwo,96,Nguwo rapo rachafuka,,,
review,substitution,e/i,8.0,kwake,33,Mkelu wadaghamba ngolonyi kwake.,kwaki,263,Kwaki kwazamilwa,,,
auto,substitution,i/b,10.6,kukaba,25,Kwavolwa kusighe kukaba m'mbenyu.,kukaia,264,Kukaia na irumirio na Bwana.,,,
auto,substitution,i/o,11.0,kwaki,263,Kwaki kwazamilwa,kwako,24,Nido kwako.,,,
review,substitution,s/m,1.3,mana,123,Msinde mana.,sana,164,Safari yedu yesafiri kuenda mbugenyi yekoghe yesisimua sana,,,
auto,indel,u,39.9,mlungu,279,Kukae mndu womkasa Mlungu matuku ghose,mulungu,7,Mulungu wadi jalia maisha ghipoiye,,,
review,substitution,n/v,6.5,ini,248,Ini ni mwalimu wa kij'omba,ivi,38,Ivi vindo vasinga.,,,
auto,substitution,a/e,12.0,kukaia,264,Kukaia na irumirio na Bwana.,kukaie,22,Kwafane kukaie na mtorori.,,,
auto,indel,i,46.5,milungu,6,Maza rededanya na milungu,mlungu,279,Kukae mndu womkasa Mlungu matuku ghose,,,
auto,indel,a,69.8,malungu,4,Zighe wanona malungu ghose.,mlungu,279,Kukae mndu womkasa Mlungu matuku ghose,,,
auto,substitution,k/n,15.5,kwaki,263,Kwaki kwazamilwa,kwani,17,Kwani ndokumanyire? Wadambie kimonu mori ghusirie,,,
auto,substitution,l/k,17.6,oka,264,Oka na skulu yake.,ola,15,Ola sikirenyi.,,,
review,indel,g,8.6,ingi,29,Ndeekoghe chia ingi zima ela kulala isakenyi.,ini,248,Ini ni mwalimu wa kij'omba,,,
review,substitution,y/w,2.0,wapo,185,Mwatulituli wapo wawepata shida ya mtandao,yapo,92,Nyumba yapo yeka kavui na moda,,,
auto,indel,w,26.4,oka,264,Oka na skulu yake.,woka,10,Mwai uhu woka na kifu/mzigo,,,
auto,indel,j,29.3,joka,9,Joka lughongonyi,oka,264,Oka na skulu yake.,,,
auto,substitution,a/i,19.9,vua,259,Vua nyingi yanyee ikasababisha mafuriko,vui,13,Yasighwa ngelo vui.,,,
auto,indel,i,44.0,kukaa,6,Wangu wakundikia kukaa na mawono malazi.,kukaia,264,Kukaia na irumirio na Bwana.,,,
auto,indel,a,44.0,kukaia,264,Kukaia na irumirio na Bwana.,kukia,6,Nekunda kukia.,,,
review,substitution,w/r,2.2,rapo,85,Nguwo rapo rachafuka,wapo,185,Mwatulituli wapo wawepata shida ya mtandao,,,
auto,substitution,v/k,44.0,oka,264,Oka na skulu yake.,ova,6,Uja mka ova mwana icho,,,
review,substitution,s/u,5.6,shuu,229,Nazughwa shuu.,uhuu,41,Uhuu mndu oka na kazi ipoie.,,,
auto,substitution,o/a,44.0,aka,6,Aka oko mkongo sana.,oka,264,Oka na skulu yake.,,,
auto,indel,v,37.4,angu,262,Huwu loli kunilowua angu kwawanikalia.,vangu,7,Ngawifashafasha vangu w'ana w'iko na tabia isafwane.,,,
auto,indel,l,52.8,loka,5,Ela dendapwana loka ni lukundo,oka,264,Oka na skulu yake.,,,
auto,substitution,k/j,52.8,oja,5,Uja mwanawaka oja magome ghapo.,oka,264,Oka na skulu yake.,,,
auto,indel,i,52.6,kwaki,263,Kwaki kwazamilwa,kwakii,5,Kwakii mwaw'ekabana?,,,
auto,substitution,i/k,66.0,kukaia,264,Kukaia na irumirio na Bwana.,kukaka,4,Kukaka na momu nde kukaiagha muda mlacha.,,,
auto,substitution,u/a,66.0,kakaia,4,Mndu kakaia na choyo kwam'manyira kuvisa vindo.,kukaia,264,Kukaia na irumirio na Bwana.,,,
auto,substitution,n/w,12.4,ini,248,Ini ni mwalimu wa kij'omba,iwi,20,Nichamshana mao shilingi mirongo iwi.,,,
auto,substitution,i/y,66.0,kukaia,264,Kukaia na irumirio na Bwana.,kukaya,4,Maisha ghadima kukaya na wasi lakini dadima kurisima.,,,
auto,indel,m,88.0,moka,3,Nambe moka w'akelu huw'u!,oka,264,Oka na skulu yake.,,,
auto,substitution,a/i,65.8,kwaka,4,Kwaki kwaka na machu,kwaki,263,Kwaki kwazamilwa,,,
auto,substitution,w/k,88.0,oka,264,Oka na skulu yake.,owa,3,Chienyi kwake owa midi kufuma Wuimgereza,,,
auto,substitution,u/y,32.4,vua,259,Vua nyingi yanyee ikasababisha mafuriko,vya,8,Ihii skulu yeka na vilambo vya itana.,,,
auto,substitution,o/u,88.0,kokaia,3,Wanda wadaagha kokaia.,kukaia,264,Kukaia na irumirio na Bwana.,,,
review,substitution,a/o,1.6,aho,101,Aho niko kuchaadima kutala.,oho,165,Ni oho mngara wapo.,,,
review,substitution,o/a,1.4,agha,157,Agha ni matuku gha kutua mbai.,agho,109,Maw'iw'i agho.,,,
review,substitution,u/a,1.4,kala,113,Sere yake idadua kwa kala na kala.,kula,153,Nyonyi ridima kusafiri kula,,,
review,substitution,p/k,2.3,wako,81,Kunda jirani wako seji kujikunde,wapo,185,Mwatulituli wapo wawepata shida ya mtandao,,,
auto,indel,w,87.3,angu,262,Huwu loli kunilowua angu kwawanikalia.,wangu,3,Wangu wekundika witesiana msimu ghwa wasi.,,,
auto,substitution,v/z,43.2,vua,259,Vua nyingi yanyee ikasababisha mafuriko,zua,6,Chofi yadareda zua.,,,
auto,substitution,v/g,43.2,gua,6,Mao waenda gua mbogha kinyangeyi.,vua,259,Vua nyingi yanyee ikasababisha mafuriko,,,
review,indel,i,9.1,chia,237,Sanaa ni chia yejieleza,ichia,26,Mokunda kukaba mori ichia mwawedafuna boboro.,,,
auto,indel,m,64.8,mvua,4,Mvua yenya.,vua,259,Vua nyingi yanyee ikasababisha mafuriko,,,
auto,substitution,a/i,16.5,ina,15,Miaka rapo ni mrongo ina na ina.,ini,248,Ini ni mwalimu wa kij'omba,,,
auto,indel,m,86.3,vua,259,Vua nyingi yanyee ikasababisha mafuriko,vuma,3,W'andu w'ekufundisha kuboisa vilambo va vuma.,,,
auto,substitution,n/z,17.7,ini,248,Ini ni mwalimu wa kij'omba,izi,14,Kidasi cha mawora ndechitanya na izi.,,,
auto,substitution,i/v,86.3,iua,3,Nani wadumbua Iua,vua,259,Vua nyingi yanyee ikasababisha mafuriko,,,
auto,substitution,v/r,86.3,rua,3,Rua ishati,vua,259,Vua nyingi yanyee ikasababisha mafuriko,,,
review,substitution,s/w,1.7,sana,164,Safari yedu yesafiri kuenda mbugenyi yekoghe yesisimua sana,wana,97,Wana wawecheza kiwachenyi,,,
auto,indel,d,20.7,dini,12,W'ele dini yako ni iyao?,ini,248,Ini ni mwalimu wa kij'omba,,,
review,substitution,w/m,9.8,mundu,234,Kula mundu unyonyorelo mudinyi.,wundu,24,Mdamu oko na wundu miki ghukurie shuu.,,,
auto,indel,m,50.4,andu,252,Chuo kibaa ni andu kupoiye kushoma,mandu,5,"Wachaghirie mandu adadu kwa w'omi w'azima, uko si kushughunuka?",,,
auto,substitution,o/u,50.4,ando,5,Skulu mbaa ni ando kupoie koshomia.,andu,252,Chuo kibaa ni andu kupoiye kushoma,,,
review,substitution,h/b,3.3,aba,59,Ghenda kwa aba kumkotie uche na iseghe.,aha,197,Ini aha nakoja kukaia moyo.,,,
auto,substitution,i/a,84.0,andu,252,Chuo kibaa ni andu kupoiye kushoma,indu,3,Wichaburuka ighu sa indu.,,,
review,substitution,t/h,3.4,aha,197,Ini aha nakoja kukaia moyo.,ata,58,"Ghenda ata kwake,oka andenyi nyumbeni",,,
auto,indel,y,41.3,ini,248,Ini ni mwalimu wa kij'omba,inyi,6,Inyi sirwaa vipini.,,,
auto,indel,j,13.9,chia,237,Sanaa ni chia yejieleza,chija,17,Kitabu chija chaghokelo ni malagho shuu.,,,
review,substitution,k/h,1.9,oho,165,Ni oho mngara wapo.,oko,88,Mlungu oko moyo.,,,
review,substitution,h/p,3.6,aha,197,Ini aha nakoja kukaia moyo.,apa,55,Dikaghenda hotelinyi na apa.,,,
review,substitution,j/y,1.1,ijo,119,Ituku ijo.,iyo,133,Igho jiko moyo na iyo mbari ya wueli.,,,
auto,indel,d,82.7,indi,3,Koshi idaghenda aha ikumbilwagha indi.,ini,248,Ini ni mwalimu wa kij'omba,,,
auto,indel,l,82.7,ini,248,Ini ni mwalimu wa kij'omba,lini,3,Kwache kufuma lini mdawana wa mzedu,,,
review,indel,g,1.4,ughu,105,Mzi ughu ghoko na skulu nyinyi,uhu,144,Uhu orekoghe uniereshere udehamishwa.,,,
review,substitution,o/e,1.5,mae,101,Mae wafwa imbe.,mao,148,Lukundo lwa mao ni lwa kipekee,,,
review,substitution,n/h,3.7,hao,195,Kio ichi chose kuendaa hao?,nao,53,Nao jesu ukawizera wanughi wake.,,,
auto,substitution,y/d,18.0,mundu,234,Kula mundu unyonyorelo mudinyi.,munyu,13,Vindo ndevina munyu,,,
review,indel,k,3.0,kwapo,61,Sikira kuruma kwapo.,wapo,185,Mwatulituli wapo wawepata shida ya mtandao,,,
auto,indel,k,23.4,mkundu,10,Mwasare wapo udapoilwa na nguwo ra mkundu,mundu,234,Kula mundu unyonyorelo mudinyi.,,,
review,substitution,k/l,3.5,eka,54,Eka ghadi na ghadi ya bahari.,ela,190,Ela w'ose w'eelaghaya.,,,
auto,indel,o,39.5,chia,237,Sanaa ni chia yejieleza,chiao,6,Kiwacha chiao wana wapo?.,,,
auto,substitution,i/u,39.5,chia,237,Sanaa ni chia yejieleza,chua,6,Chongonyi kwake kwa chua maghesho pacha,,,
auto,substitution,c/g,59.2,chia,237,Sanaa ni chia yejieleza,ghia,4,"Na ngera kama niwupande ghobonya kama zoghori huwu wakati wandu wawa vindo vawo, mwauzira masanga ghia na ghia?",,,
auto,substitution,g/c,11.0,chose,20,Kio ichi chose kuendaa hao?,ghose,220,Matuku ghose nadapoilwa ni kushoma vuo,,,
auto,substitution,a/u,46.8,mandu,5,"Wachaghirie mandu adadu kwa w'omi w'azima, uko si kushughunuka?",mundu,234,Kula mundu unyonyorelo mudinyi.,,,
review,indel,i,3.5,w'a,185,W'alodi w'a tee w'echachurikia.,w'ai,53,W'ai w'adadu w'aghenda mbuw'enyi kuw'waya mbogha,,,
review,substitution,h/j,4.9,aha,197,Ini aha nakoja kukaia moyo.,aja,40,Neshomea skulu aja____,,,
review,indel,n,2.3,saa,72,Saa muka uko na kifu.,sana,164,Safari yedu yesafiri kuenda mbugenyi yekoghe yesisimua sana,,,
auto,substitution,a/i,12.9,lola,17,"Lomba, Lola.",loli,219,Ndodo rako radima kuka loli,,,
auto,indel,u,57.2,shu,4,Wana wapoilwagha ni kusarigha shu,shuu,229,Nazughwa shuu.,,,
review,substitution,i/o,1.0,iji,114,Iji w'aw'onyera lubando uchaainjwa.,ijo,119,Ituku ijo.,,,
review,substitution,w/j,3.9,japo,47,Irina Japo ni Mwamburi,wapo,185,Mwatulituli wapo wawepata shida ya mtandao,,,
review,indel,',4.1,w'apo,45,Awa w'ose ni w'akinyumba w'apo,wapo,185,Mwatulituli wapo wawepata shida ya mtandao,,,
review,substitution,w/v,4.2,vapo,44,Mbori raaw'uya vindo vapo.,wapo,185,Mwatulituli wapo wawepata shida ya mtandao,,,
review,substitution,e/m,3.2,eka,54,Eka ghadi na ghadi ya bahari.,mka,173,Mka oko na kwaw'o.,,,
review,indel,a,4.5,aw'a,41,Aw'a w'ikuserie w'ichapata maboilo.,w'a,185,W'alodi w'a tee w'echachurikia.,,,
review,substitution,a/j,6.8,aha,197,Ini aha nakoja kukaia moyo.,jha,29,Ishati jhake ni jha misharia,,,
auto,indel,i,10.2,idime,205,Idime ni ituku ja njumwa,idimei,20,Kwaja kii idimei,,,
auto,substitution,j/g,44.0,ghose,220,Matuku ghose nadapoilwa ni kushoma vuo,jhose,5,Walaghasha ighuri jhose,,,
review,substitution,y/r,1.4,radima,93,Ndodo rako radima kuka loli,yadima,132,Kazi ya ikwanyiko yadima kuka ipoiye zaidi,,,
review,substitution,e/o,4.6,wape,40,Mkeku wawamnosa mwana wape.,wapo,185,Mwatulituli wapo wawepata shida ya mtandao,,,
review,substitution,j/h,1.0,ihi,109,Mruke ni ghwa ighu nadime ihi,iji,114,Iji w'aw'onyera lubando uchaainjwa.,,,
